Date,Name,Restaurant,STUDENT,INT,EXT
20230117,Green,28,9.50,9.50,14.00
20230118,East,28,9.90,11.90,13.90
20230118,West,28,8.90,10.90,12.90
20230118,Green,28,0.00,0.00,4.50
20230119,East,28,10.90,12.90,14.90
20230119,West,28,9.90,11.90,13.90
20230119,Green,28,9.50,9.50,14.00
20230120,East,28,9.90,11.90,13.90
20230120,West,28,12.90,14.90,16.90
20230120,Green,28,9.50,9.50,14.00
20230123,East,28,9.90,11.90,13.90
20230123,West,28,9.90,11.90,13.90
20230123,Green,28,9.50,9.50,14.00
20230124,East,28,10.90,12.90,14.90
20230124,West,28,10.90,12.90,14.90
20230124,Green,28,9.50,9.50,14.00
20230125,East,28,9.90,11.90,13.90
20230125,West,28,8.90,10.90,12.90
20230125,Green,28,9.50,9.50,14.00
20230126,East,28,9.90,11.90,13.90
20230126,West,28,13.90,15.90,17.90
20230126,Green,28,9.50,9.50,14.00
20230127,East,28,10.90,12.90,14.90
20230127,West,28,9.90,11.90,13.90
20230127,Green,28,9.50,9.50,14.00
20230130,East,28,9.90,11.90,13.90
20230130,West,28,9.90,11.90,13.90
20230130,Green,28,9.50,9.50,14.00
20230131,East,28,10.90,12.90,14.90
20230131,West,28,13.90,15.90,17.90
20230131,Green,28,9.50,9.50,14.00
20230201,East,28,9.90,11.90,13.90
20230201,West,28,8.90,10.90,12.90
20230201,Green,28,9.50,9.50,14.00
20230202,East,28,9.90,11.90,13.90
20230202,West,28,10.50,12.50,14.50
20230202,Green,28,9.50,9.50,14.00
20230203,East,28,10.90,12.90,14.90
20230203,West,28,8.90,10.90,12.90
20230203,Green,28,9.50,9.50,14.00
20230206,East,28,9.90,11.90,13.90
20230206,West,28,10.90,12.90,14.90
20230206,Green,28,9.50,9.50,14.00
20230207,East,28,10.90,12.90,14.90
20230207,West,28,9.90,11.90,13.90
20230207,Green,28,9.50,9.50,14.00
20230208,East,28,9.90,11.90,13.90
20230208,West,28,9.90,11.90,13.90
20230208,Green,28,9.50,9.50,14.00
20230209,East,28,10.90,12.90,14.90
20230209,West,28,13.90,15.90,17.90
20230209,Green,28,9.50,9.50,14.00
20230210,East,28,9.90,11.90,13.90
20230210,West,28,10.90,12.90,14.90
20230210,Green,28,9.50,9.50,14.00
20230213,East,28,10.90,12.90,14.90
20230213,West,28,8.90,10.90,12.90
20230213,Green,28,9.50,9.50,14.00
20230214,East,28,9.90,11.90,13.90
20230214,West,28,13.90,15.90,17.90
20230214,Green,28,9.50,9.50,14.00
20230215,East,28,9.90,11.90,13.90
20230215,West,28,10.90,12.90,14.90
20230215,Green,28,0.00,0.00,4.50
20230216,East,28,11.90,13.90,15.90
20230216,West,28,9.90,11.90,13.90
20230216,Green,28,9.50,9.50,14.00
20230217,East,28,9.90,11.90,13.90
20230217,West,28,9.90,11.90,13.90
20230217,Green,28,9.50,9.50,14.00
20230220,East,28,9.90,11.90,13.90
20230220,West,28,8.90,10.90,12.90
20230220,Green,28,9.50,9.50,14.00
20230221,East,28,10.90,12.90,14.90
20230221,West,28,13.90,15.90,17.90
20230221,Green,28,9.50,9.50,14.00
20230222,East,28,9.90,11.90,13.90
20230222,West,28,8.90,10.90,12.90
20230222,Green,28,9.50,9.50,14.00
20230223,East,28,10.90,12.90,14.90
20230223,West,28,12.90,14.90,16.90
20230223,Green,28,9.50,9.50,14.00
20230224,East,28,11.90,13.90,15.90
20230224,West,28,11.90,13.90,15.90
20230224,Green,28,9.50,9.50,14.00
20230227,East,28,9.90,11.90,13.90
20230227,West,28,9.90,11.90,13.90
20230227,Green,28,9.50,9.50,14.00
20230228,East,28,10.90,12.90,14.90
20230228,West,28,12.90,14.90,16.90
20230228,Green,28,9.50,9.50,14.00
20230301,East,28,9.90,11.90,13.90
20230301,West,28,9.90,11.90,13.90
20230301,Green,28,10.50,10.50,15.00
20230302,East,28,10.90,12.90,14.90
20230302,West,28,13.90,15.90,17.90
20230302,Green,28,9.50,9.50,14.00
20230303,East,28,9.90,11.90,13.90
20230303,West,28,12.90,14.90,16.90
20230303,Green,28,9.50,9.50,14.00
20230306,East,28,9.90,11.90,13.90
20230306,West,28,12.90,14.90,16.90
20230306,Green,28,9.50,9.50,14.00
20230307,East,28,10.90,12.90,14.90
20230307,West,28,9.90,11.90,13.90
20230307,Green,28,9.50,9.50,14.00
20230308,East,28,9.90,11.90,13.90
20230308,West,28,8.90,10.90,12.90
20230308,Green,28,9.50,9.50,14.00
20230309,East,28,9.90,11.90,13.90
20230309,West,28,13.90,15.90,17.90
20230309,Green,28,9.50,9.50,14.00
20230310,East,28,10.90,12.90,14.90
20230310,West,28,8.90,10.90,12.90
20230310,Green,28,9.50,9.50,14.00
20230313,East,28,9.90,11.90,13.90
20230313,West,28,10.50,12.50,14.50
20230313,Green,28,9.50,9.50,14.00
20230314,East,28,10.90,12.90,14.90
20230314,West,28,8.90,10.90,12.90
20230314,Green,28,9.50,9.50,14.00
20230315,East,28,10.90,12.90,14.90
20230315,West,28,10.90,12.90,14.90
20230315,Green,28,9.50,11.50,13.50
20230316,East,28,10.90,12.90,14.90
20230316,West,28,13.90,15.90,17.90
20230316,Green,28,9.50,9.50,14.00
20230317,East,28,9.90,11.90,13.90
20230317,West,28,12.90,14.90,16.90
20230317,Green,28,9.50,9.50,14.00
20230320,East,28,0.00,2.00,4.00
20230320,West,28,0.00,2.00,4.00
20230320,Green,28,0.00,0.00,4.50
20230321,East,28,10.90,12.90,14.90
20230321,West,28,10.90,12.90,14.90
20230321,Green,28,9.50,9.50,14.00
20230322,East,28,9.90,11.90,13.90
20230322,West,28,9.90,11.90,13.90
20230322,Green,28,9.50,9.50,14.00
20230323,East,28,11.90,13.90,15.90
20230323,West,28,9.90,11.90,13.90
20230323,Green,28,9.50,9.50,14.00
20230324,East,28,9.90,11.90,13.90
20230324,West,28,9.90,11.90,13.90
20230324,Green,28,9.50,9.50,14.00
20230327,East,28,9.90,11.90,13.90
20230327,West,28,0.00,2.00,4.00
20230327,Green,28,10.50,10.50,15.00
20230328,East,28,10.90,12.90,14.90
20230328,West,28,13.90,15.90,17.90
20230328,Green,28,10.50,10.50,15.00
20230329,East,28,9.90,11.90,13.90
20230329,West,28,9.90,11.90,13.90
20230329,Green,28,9.50,9.50,14.00
20230330,East,28,11.90,13.90,15.90
20230330,West,28,10.90,12.90,14.90
20230330,Green,28,9.50,9.50,14.00
20230331,East,28,9.90,11.90,13.90
20230331,West,28,12.90,14.90,16.90
20230331,Green,28,9.50,9.50,14.00
20230403,East,28,10.90,12.90,14.90
20230403,West,28,13.90,15.90,17.90
20230403,Green,28,9.50,9.50,14.00
20230404,East,28,10.90,12.90,14.90
20230404,West,28,9.90,11.90,13.90
20230404,Green,28,9.50,9.50,14.00
20230405,East,28,9.90,11.90,13.90
20230405,West,28,9.90,11.90,13.90
20230405,Green,28,9.50,9.50,14.00
20230406,East,28,9.90,11.90,13.90
20230406,West,28,9.90,11.90,13.90
20230406,Green,28,9.50,9.50,14.00
20230407,East,28,0.00,2.00,4.00
20230407,West,28,0.00,2.00,4.00
20230407,Green,28,0.00,0.00,4.50
20230418,East,28,10.90,12.90,14.90
20230418,West,28,10.90,12.90,14.90
20230418,Green,28,9.50,9.50,14.00
20230419,East,28,9.90,11.90,13.90
20230419,West,28,12.90,14.90,16.90
20230419,Green,28,9.50,9.50,14.00
20230420,East,28,9.90,11.90,13.90
20230420,West,28,13.90,15.90,17.90
20230420,Green,28,9.50,9.50,14.00
20230421,East,28,10.90,12.90,14.90
20230421,West,28,9.90,11.90,13.90
20230421,Green,28,9.50,9.50,14.00
20230424,East,28,9.90,11.90,13.90
20230424,West,28,12.90,14.90,16.90
20230424,Green,28,9.50,9.50,14.00
20230425,East,28,10.90,12.90,14.90
20230425,West,28,13.90,15.90,17.90
20230425,Green,28,9.50,9.50,14.00
20230426,East,28,9.90,11.90,13.90
20230426,West,28,8.90,10.90,12.90
20230426,Green,28,9.50,9.50,14.00
