name,restaurant,date,STUDENT,DOCTORANT,CAMPUS,VISITOR
Farfalle crema di zucchini et julienne de calamars,Piano ,2022-10-21,8.6,9.9,11.0,13.5
Civet de cerf et Garniture chasse,Piano ,2022-10-21,13.8,14.9,14.9,16.9
Cocotte de risotto crémeux à la crème de courge,Piano ,2022-10-21,8.1,8.8,9.9,11.3
Farfalle crema di zucchini et julienne de calamars,Piano ,2022-10-21,9.7,12.1,13.2,15.2
RICE POKE BOWLS (Riz sushi  jeunes pousses  Carottes colorées  Choux fleur pickles  Radis  Concombre  Julienne de pois gourmand  Wakame  Pousse de soja  Tofu frit et Crevette panées coco  Tempura de légumes),Zaha,2022-10-21,12.5,8.2,8.2,8.2
NODDLES POE BOWLS (Nouilles Soba  Maïs et pois  Choux rouges  Pousse mango  Julienne de pois gourmand  Basilic Thaï  Carottes croquantes et Tofu frit),Zaha,2022-10-21,8.2,8.2,8.2,8.2
Crème à la Courge et sa garniture			 Huile de courge ,Alpine,2022-10-24,8.1,8.8,9.9,11.3
Gnocchi au Pesto Verde Fromage râpé Salade du jour,Alpine,2022-10-24,8.6,9.9,11.0,12.4
Curry de patates douces au lait de coco Semoule dorée Panais rôtis,Alpine,2022-10-24,10.5,11.0,11.5,12.5
Risotto aux Champignons des Bois Copeaux de parmesan Salade du jour,Alpine,2022-10-24,12.5,13.0,13.5,14.5
Ravioli ricotta et basilic  sauce tomate et pousses d'épinards,Arcadie,2022-10-24,10.0,12.0,12.0,12.0
Lasagne aux légumes,Arcadie,2022-10-24,8.1,8.8,9.9,11.3
Pad Thaï sautés aux Légumes Sauce soja épicée Oignon frits et noix de cajou,Ginko,2022-10-24,11.5,12.0,12.5,13.5
Tacos végétarien (Haché végétarien  Cheddar  BBQ et sauce tomate),Hopper,2022-10-24,8.1,9.9,11.0,13.6
Hachi Parmentier de boeuf Légumes et salade verte,La Ruche,2022-10-24,11.0,12.0,13.0,14.0
Risotto d'orge perlé Poêlée de champignons,La Ruche,2022-10-24,10.0,11.0,12.0,13.0
[Mexican Veggie Burger] Pain bun  mayonnaise au curry  cheddar  tomates  sucrine  galette de haricots rouges et coriandre - Servi avec Twisted potatoes ou Légumes ou Salade mêlée ,La Table de Vallotton by Novae,2022-10-24,13.0,16.0,16.0,16.0
[La Pasta Veggie] Penne  champignon du moment  crème de Grana Padano  roquette  chips de parmesan,La Table de Vallotton by Novae,2022-10-24,13.0,16.0,16.0,16.0
[La Salade Veggie] Salade César avec sucrine  tomates cerises  parmesan  croûtons  sauce César  quorn  oeuf ,La Table de Vallotton by Novae,2022-10-24,15.0,18.0,18.0,18.0
[La Pièce du Primeur] Aubergine grillée  jus corsé curry-tomate  riz jasmin parfumé à la cannelle  sauce raïta,La Table de Vallotton by Novae,2022-10-24,19.0,22.0,22.0,22.0
Tortellini aux champignons  crème de parmesan,Microcity,2022-10-24,10.5,12.0,13.0,14.0
Ramen au gyoza  légumes asiatiques,Microcity,2022-10-24,10.5,12.0,13.0,14.0
Pizza napolitaine  salade roquette  soupe ou salade verte,Microcity,2022-10-24,8.1,8.8,9.9,11.3
Salade d'automne: Endives  pommes de terre  gruyère  oignons  noix,Microcity,2022-10-24,12.0,12.0,12.0,12.0
Saucisse by Native rotie  écraser de pomme de terre et courge  sommité de brocoli aux amandes effilées et sauce brune à notre façon,Native,2022-10-24,11.3,12.1,12.6,14.1
Rösti pizza aux aubergines  courgettes  tomates  poivrons et mozzarella,Ornithorynque,2022-10-24,8.0,9.5,9.9,10.9
Empanadas au fromage  sauce chimichurri et salade mêlée,Ornithorynque,2022-10-24,9.5,10.5,11.0,12.0
Piccata de Tofu  sauce thaï  nouilles aux légumes asiatiques,Ornithorynque,2022-10-24,10.5,11.5,13.0,14.0
Fusilli au pesto rosso et légumes grillés  Grana et roquette,Ornithorynque,2022-10-24,5.9,7.0,8.0,9.0
Tagliatelle quattro Formaggie et amandes grillées,Piano ,2022-10-24,8.6,9.9,11.0,13.5
Oeufs florentine  Pommes purée et carottes aux graines de cumin,Piano ,2022-10-24,13.8,14.9,14.9,16.9
Cocotte de gnocchi al Funghi,Piano ,2022-10-24,8.1,8.8,9.9,11.3
Tagliatelle quattro Formaggie et amandes grillées,Piano ,2022-10-24,9.7,12.1,13.2,15.2
RICE POKE BOWLS (Riz sushi  jeunes pousses  Carottes colorées  Choux fleur pickles  Radis  Concombre  Julienne de pois gourmand  Wakame  Pousse de soja  Tofu frit et Omelette soba  Emincé vgé),Zaha,2022-10-24,12.5,8.2,8.2,8.2
NODDLES POE BOWLS (Nouilles Soba  Maïs et pois  Choux rouges  Pousse mango  Julienne de pois gourmand  Basilic Thaï  Carottes croquantes et Tofu frit),Zaha,2022-10-24,8.2,8.2,8.2,8.2
Crème à la Courge et sa garniture			 Huile de courge ,Alpine,2022-10-25,8.1,8.8,9.9,11.3
Palak Paneer Riz au curcuma et pistaches Garnitures façon India,Alpine,2022-10-25,8.6,9.9,11.0,12.4
Jambon Tzigane  sauce brune  Gratin Dauphinois Haricots vapeur,Alpine,2022-10-25,11.5,12.0,12.5,13.5
Ragoût de Bœuf Suisse à l'Oriental Boulgour aux herbes Carottes au cumin,Alpine,2022-10-25,13.5,14.0,14.0,15.5
Ravioli ricotta et basilic  sauce tomate et pousses d'épinards,Arcadie,2022-10-25,10.0,12.0,12.0,12.0
Lasagne aux légumes,Arcadie,2022-10-25,8.1,8.8,9.9,11.3
Bœuf Suisse à l'Asiatique Riz Cantonnais Légumes sautés,Ginko,2022-10-25,11.5,12.0,12.5,13.5
Nuggets de poulet  frites et salades,Hopper,2022-10-25,8.1,9.9,11.0,13.6
Tomme vaudoise sur toast Salade et courge rôtie,La Ruche,2022-10-25,10.0,11.0,12.0,13.0
Civet de sanglier  Spätli Garniture chasse,La Ruche,2022-10-25,12.5,14.0,15.0,16.0
Linguine Arrabiatta ,La Ruche,2022-10-25,7.5,12.0,12.0,12.0
[Swiss Burger] Pain bun  crème de moutarde à l’ancienne  gruyère  coleslaw  oignons frits  sucrine  bœuf braisé au vin rouge - Servi avec Twisted potatoes ou Légumes ou Salade mêlée ,La Table de Vallotton by Novae,2022-10-25,13.0,16.0,16.0,16.0
[Mexican Veggie Burger] Pain bun  mayonnaise au curry  cheddar  tomates  sucrine  galette de haricots rouges et coriandre - Servi avec Twisted potatoes ou Légumes ou Salade mêlée ,La Table de Vallotton by Novae,2022-10-25,13.0,16.0,16.0,16.0
[La Pasta] Tagliatelles  champignon du moment  roquette  parmesan  chips de bacon,La Table de Vallotton by Novae,2022-10-25,14.0,17.0,17.0,17.0
[La Pasta Veggie] Penne  champignon du moment  crème de Grana Padano  roquette  chips de parmesan,La Table de Vallotton by Novae,2022-10-25,13.0,16.0,16.0,16.0
[La Salade Veggie] Salade César avec sucrine  tomates cerises  parmesan  croûtons  sauce César  quorn  oeuf ,La Table de Vallotton by Novae,2022-10-25,15.0,18.0,18.0,18.0
[La Pièce du Boucher] Entrecôte parisienne (220gr)  beurre maître d’hôtel - Servie avec Twisted potatoes ou Légumes ou Salade mêlée,La Table de Vallotton by Novae,2022-10-25,22.0,25.0,25.0,25.0
[La Pièce du Primeur] Aubergine grillée  jus corsé curry-tomate  riz jasmin parfumé à la cannelle  sauce raïta,La Table de Vallotton by Novae,2022-10-25,19.0,22.0,22.0,22.0
[Le Ceviche] Coriandre  zestes et jus de citron vert  piment rouge  gingembre  tabasco  daurade  pain toasté - Servi avec Twisted potatoes ou Légumes ou Salade mêlée,La Table de Vallotton by Novae,2022-10-25,22.0,25.0,25.0,25.0
Mijoté de porc aux citrons confit  pomme de terre rôti et carotte vapeur,Le Klee by Novae,2022-10-25,10.0,11.0,12.0,13.0
Boeuf bourguignon  pommes de terre rôties  légumes  carotttes confiites,Microcity,2022-10-25,10.5,12.0,13.0,14.0
Risotto aux artichauts  tomates séchées  crumble au basilic,Microcity,2022-10-25,10.5,12.0,13.0,14.0
Pizza napolitaine  salade roquette  soupe ou salade verte,Microcity,2022-10-25,8.1,8.8,9.9,11.3
Salade d'automne: Endives  pommes de terre  gruyère  oignons  noix,Microcity,2022-10-25,12.0,12.0,12.0,12.0
Oeuf parfait  polenta crémeuse  légumes de saison  roquette et poêlée de champignons forestières,Native,2022-10-25,11.3,12.1,12.6,14.1
Cordon bleu de porc  riz sauté aux légumes de saison  sauce tartare,Ornithorynque,2022-10-25,12.0,13.5,14.5,15.5
Lasagne aux légumes d'automne,Ornithorynque,2022-10-25,8.0,9.5,9.9,10.9
[Orni Kebab] Emincé de poulet à la libanaise  sauce yoghourt au cumin et garnitures,Ornithorynque,2022-10-25,9.5,10.5,11.0,12.0
Nouilles sautées aux légumes  pousses de soja et cacahuètes,Ornithorynque,2022-10-25,7.0,8.0,8.8,10.0
Gnocchi alla Bolognaise,Piano ,2022-10-25,8.6,9.9,11.0,13.5
Poulet rôti à la Broche  Boulgour aux tomates séchées et légumes grillés,Piano ,2022-10-25,13.8,14.9,14.9,16.9
Cocotte de pasta gratinée à la crème d'épinard,Piano ,2022-10-25,8.1,8.8,9.9,11.3
Gnocchi alla Bolognaise,Piano ,2022-10-25,9.7,12.1,13.2,15.2
RICE POKE BOWLS (Riz sushi  jeunes pousses  Carottes colorées  Choux fleur pickles  Radis  Concombre  Julienne de pois gourmand  Wakame  Pousse de soja  Tofu frit et Poulet croustillant  Tempura de légumes),Zaha,2022-10-25,12.5,8.2,8.2,8.2
NODDLES POE BOWLS (Nouilles Soba  Maïs et pois  Choux rouges  Pousse mango  Julienne de pois gourmand  Basilic Thaï  Carottes croquantes et Crevettes parfumées),Zaha,2022-10-25,8.2,8.2,8.2,8.2
Crème à la Courge et sa garniture			 Huile de courge ,Alpine,2022-10-26,8.1,8.8,9.9,11.3
Tagliatelles à la Carbonara Salade du moment,Alpine,2022-10-26,8.6,9.9,11.0,12.4
Saucisse à rôtir de Porc Suisse  jus brun Rösti Choux pointus BIO,Alpine,2022-10-26,11.5,12.0,12.5,13.5
Brochette de Poulet Suisse façon Chiche Tawouk Batatas haras Salade fattouche,Alpine,2022-10-26,12.5,13.0,13.5,14.5
Ravioli ricotta et basilic  sauce tomate et pousses d'épinards,Arcadie,2022-10-26,10.0,12.0,12.0,12.0
Lasagne aux légumes,Arcadie,2022-10-26,8.1,8.8,9.9,11.3
Aiguillettes de Poulet Suisse à l'aigre doux Nouilles de blé,Ginko,2022-10-26,11.5,12.0,12.5,13.5
Tacos végétarien (Haché végétarien  Cheddar  Maïs et sauce tomate),Hopper,2022-10-26,8.1,9.9,11.0,13.6
Poulet tandori Riz basmati Aubergine à l'indienne,La Ruche,2022-10-26,11.0,12.0,13.0,14.0
