name,restaurant,date,STUDENT,DOCTORANT,CAMPUS,VISITOR
Cordon bleu  polenta crémeuse et carottes braisées,Hopper,2022-12-21,13.8,14.9,14.9,16.9
Orechiette Brocolis et Grana Padano,Hopper,2022-12-21,8.1,9.9,11.0,13.6
Nouilles asia Aux légumes sweet & sour,La Ruche,2022-12-21,10.0,11.0,12.0,13.0
Filet de tilapias aux épices berbères Couscous Légumes rôtis,La Ruche,2022-12-21,11.0,12.0,13.0,14.0
Pâtes à la crème et jambon fumé,La Ruche,2022-12-21,7.5,12.0,12.0,12.0
[Swiss Burger] Pain bun  crème de moutarde à l’ancienne  gruyère  coleslaw  oignons frits  sucrine  bœuf braisé au vin rouge - Servi avec Twisted potatoes ou Légumes ou Salade mêlée,La Table de Vallotton by Novae,2022-12-21,13.0,16.0,16.0,16.0
[Mexican Veggie Burger] Pain bun  mayonnaise au curry  cheddar  tomates  sucrine  galette de haricots rouges et coriandre - Servi avec Twisted potatoes ou Légumes ou Salade mêlée ,La Table de Vallotton by Novae,2022-12-21,13.0,16.0,16.0,16.0
[La Pasta] Tagliatelles  champignon du moment  roquette  parmesan  chips de bacon,La Table de Vallotton by Novae,2022-12-21,14.0,17.0,17.0,17.0
[La Pasta Veggie] Penne  champignon du moment  crème de Grana Padano  roquette  chips de parmesan,La Table de Vallotton by Novae,2022-12-21,13.0,16.0,16.0,16.0
[La Salade Veggie] Quorn  marrons confits  chutney de figue et oignon  Fourme d’Ambert  pousses d’épinards  croûtons à l’ail et au thym  vinaigrette au vieux balsamique ,La Table de Vallotton by Novae,2022-12-21,15.0,18.0,18.0,18.0
[La Pièce du Boucher] Souris d’agneau (300gr) de 7h00 au miel GRTA et au romarin,La Table de Vallotton by Novae,2022-12-21,22.0,25.0,25.0,25.0
[Le Risotto] Risotto Primavera  mascarpone  parmesan  chou kale  petits pois  edamame  échalotes  vin blanc suisse  pesto d’herbes fraîches ,La Table de Vallotton by Novae,2022-12-21,19.0,22.0,22.0,22.0
[Le Tartare] Saumon frais d'Ecosse à la japonaise  cébettes  yuzu  wakamé  sésame  croustilles de pain aux graines rôties  vinaigrette aux agrumes ,La Table de Vallotton by Novae,2022-12-21,22.0,25.0,25.0,25.0
[AMERICAN BEEF SANDWICH] Baguette fraîche  steak de bœuf  tomate  salade  oignons confits  ketchup - servi avec des country potatoes ,Le Klee by Novae,2022-12-21,10.0,11.0,12.0,13.0
Pavé de truite aux amandes et noix  pommes de terre vapeur  romanesco,Microcity,2022-12-21,10.5,12.0,13.0,14.0
Paëlla végétarienne au seitan  poivrons  maïs  petits pois  champignons,Microcity,2022-12-21,10.5,12.0,13.0,14.0
Omelette roulée aux champignons  pommes de terre  salade verte ou potage,Microcity,2022-12-21,8.1,8.8,9.9,11.3
Salade grecque: Mélange kacha  champignons marinés à la tomate séchée  courge rôtie  endives rouges  féta  pomme fruit,Microcity,2022-12-21,12.0,12.0,12.0,12.0
Emincé de dinde au champignons  spätzli et chou rouge,Ornithorynque,2022-12-21,12.0,13.5,14.5,15.5
Tarte au fromage de chèvre et épinards  salade verte,Ornithorynque,2022-12-21,8.0,9.5,9.9,10.9
[Orni'Burger] Steak haché de bœuf  cheddar fondu  tomates  batavia - servi avec frites,Ornithorynque,2022-12-21,9.5,10.5,11.0,12.0
Wok de riz sauté à la cantonaise  soja et cacahuètes,Ornithorynque,2022-12-21,7.0,8.0,8.8,10.0
Risotto al Funghi et lardons,Piano ,2022-12-21,8.6,9.9,11.0,13.5
Filet de poulet croustillant quinoa et piperade de poivrons,Piano ,2022-12-21,13.8,14.9,14.9,16.9
Cocotte de fusillis crème de petits pois ,Piano ,2022-12-21,8.1,8.8,9.9,11.3
Risotto al Funghi et lardons,Piano ,2022-12-21,9.7,12.1,13.2,15.2
Risotto Verde fèves et petite pois Copeaux de parmesan  Bouquet de roquette,Alpine,2022-12-22,8.6,9.9,11.0,12.4
Frito miso végétarien quinoa au légumes cru Puré de courge au épice cajun BY Native,Alpine,2022-12-22,11.5,12.0,12.5,13.5
Banh Bao Végétarien Nouilles sauté au légumes bouillon soya  miso BY GINKO,Alpine,2022-12-22,8.1,8.8,9.9,11.3
Ravioli ricotta-basilic et tortelli aux champignons  sauce aux 4 fromages,Arcadie,2022-12-22,10.0,12.0,12.0,12.0
Gratin de penne au blé complet  crème de courge et brocolis,Arcadie,2022-12-22,5.9,7.0,8.0,9.0
pois chiches  daal  raïta  riz,Chez Bilia - food truck,2022-12-22,7.0,7.0,7.0,7.0
aloo-palak (épinards-pomme de terre)  daal  raïta  riz,Chez Bilia - food truck,2022-12-22,7.0,7.0,7.0,7.0
Cevapcici Balkaniques Sauce yogourt à la menthe Riz au curcuma Légumes couscous  Rôti au au épices,Esplanade,2022-12-22,8.6,9.9,11.0,12.4
Tajine de légumes parfumés et semoule,Hopper,2022-12-22,13.8,14.9,14.9,16.9
Risotto Alla Milanese et copeaux de parmesan,Hopper,2022-12-22,8.1,9.9,11.0,13.6
Spareribs sauce BBQ Baked potatoes Crème acidulée Salade de maïs,La Ruche,2022-12-22,11.0,12.0,13.0,14.0
[Mexican Veggie Burger] Pain bun  mayonnaise au curry  cheddar  tomates  sucrine  galette de haricots rouges et coriandre - Servi avec Twisted potatoes ou Légumes ou Salade mêlée ,La Table de Vallotton by Novae,2022-12-22,13.0,16.0,16.0,16.0
[La Pasta Veggie] Penne  champignon du moment  crème de Grana Padano  roquette  chips de parmesan,La Table de Vallotton by Novae,2022-12-22,13.0,16.0,16.0,16.0
[La Salade Veggie] Quorn  marrons confits  chutney de figue et oignon  Fourme d’Ambert  pousses d’épinards  croûtons à l’ail et au thym  vinaigrette au vieux balsamique ,La Table de Vallotton by Novae,2022-12-22,15.0,18.0,18.0,18.0
[Le Risotto] Risotto Primavera  mascarpone  parmesan  chou kale  petits pois  edamame  échalotes  vin blanc suisse  pesto d’herbes fraîches ,La Table de Vallotton by Novae,2022-12-22,19.0,22.0,22.0,22.0
Quiche aux poireaux  gruyère  quinoa aux petits légumes,Microcity,2022-12-22,10.5,12.0,13.0,14.0
Courge butternut farcie au quorn haché et brunoise de légumes  quinoa,Microcity,2022-12-22,10.5,12.0,13.0,14.0
Omelette roulée aux champignons  pommes de terre  salade verte ou potage,Microcity,2022-12-22,8.1,8.8,9.9,11.3
Salade grecque: Mélange kacha  champignons marinés à la tomate séchée  courge rôtie  endives rouges  féta  pomme fruit,Microcity,2022-12-22,12.0,12.0,12.0,12.0
Croziflette au reblochon et Tofu Bio  salade verte,Ornithorynque,2022-12-22,8.0,9.5,9.9,10.9
Rouleaux de printemps  sauce thaï  riz sauté aux légumes ,Ornithorynque,2022-12-22,9.5,10.5,11.0,12.0
Tomme Vaudoise panée  risotto au vin rouge  courge et trévise  salade de rampon aux fruits secs,Ornithorynque,2022-12-22,10.5,11.5,13.0,14.0
Penne all'arrabbiata  champignons et Grana,Ornithorynque,2022-12-22,5.9,7.0,8.0,9.0
Tagliatelle quattro Formaggie et amandes grillées,Piano ,2022-12-22,8.6,9.9,11.0,13.5
Oeufs florentine  Pommes purée et carottes aux graines de cumin,Piano ,2022-12-22,13.8,14.9,14.9,16.9
Tagliatelle quattro Formaggie et amandes grillées,Piano ,2022-12-22,9.7,12.1,13.2,15.2
Quiche poireaux parmesan Salade de quinoa BY Native,Alpine,2022-12-23,7.1,7.8,8.9,10.3
 Cappelletti tomate mozzarella Sauce fromages Salade du moment,Alpine,2022-12-23,8.6,9.9,11.0,12.4
Steak de bœuf Suisse à la minute SRPA  160 g/pc.  Beurre maison / Sc poivre vert Country cut épicées légumes de saison,Alpine,2022-12-23,13.5,14.0,14.5,15.5
Gnocchi de pommes de terre  sauce carbonara et herbes fraîches,Arcadie,2022-12-23,10.0,12.0,12.0,12.0
Gratin de penne au blé complet  crème de courge et brocolis,Arcadie,2022-12-23,5.9,7.0,8.0,9.0
Saucisse à rôtir (veau ou porc) Suisse) Sauce aux oignons Pomme purée Duo de carottes,Esplanade,2022-12-23,8.6,9.9,11.0,12.4
Poitrine de poulet paprika riz sauvage et salade,Hopper,2022-12-23,13.8,14.9,14.9,16.9
Pasta alla contadina,Hopper,2022-12-23,8.1,9.9,11.0,13.6
Saumon rôti Choucroute Brocoli,La Ruche,2022-12-23,12.0,13.0,14.0,15.0
[Swiss Burger] Pain bun  crème de moutarde à l’ancienne  gruyère  coleslaw  oignons frits  sucrine  bœuf braisé au vin rouge - Servi avec Twisted potatoes ou Légumes ou Salade mêlée,La Table de Vallotton by Novae,2022-12-23,13.0,16.0,16.0,16.0
[Mexican Veggie Burger] Pain bun  mayonnaise au curry  cheddar  tomates  sucrine  galette de haricots rouges et coriandre - Servi avec Twisted potatoes ou Légumes ou Salade mêlée ,La Table de Vallotton by Novae,2022-12-23,13.0,16.0,16.0,16.0
[La Pasta] Tagliatelles  champignon du moment  roquette  parmesan  chips de bacon,La Table de Vallotton by Novae,2022-12-23,14.0,17.0,17.0,17.0
[La Pasta Veggie] Penne  champignon du moment  crème de Grana Padano  roquette  chips de parmesan,La Table de Vallotton by Novae,2022-12-23,13.0,16.0,16.0,16.0
[La Salade Veggie] Quorn  marrons confits  chutney de figue et oignon  Fourme d’Ambert  pousses d’épinards  croûtons à l’ail et au thym  vinaigrette au vieux balsamique ,La Table de Vallotton by Novae,2022-12-23,15.0,18.0,18.0,18.0
[La Pièce du Boucher] Souris d’agneau (300gr) de 7h00 au miel GRTA et au romarin,La Table de Vallotton by Novae,2022-12-23,22.0,25.0,25.0,25.0
[Le Risotto] Risotto Primavera  mascarpone  parmesan  chou kale  petits pois  edamame  échalotes  vin blanc suisse  pesto d’herbes fraîches ,La Table de Vallotton by Novae,2022-12-23,19.0,22.0,22.0,22.0
[Le Tartare] Saumon frais d'Ecosse à la japonaise  cébettes  yuzu  wakamé  sésame  croustilles de pain aux graines rôties  vinaigrette aux agrumes ,La Table de Vallotton by Novae,2022-12-23,22.0,25.0,25.0,25.0
[AMERICAN BEEF SANDWICH] Baguette fraîche  steak de bœuf  tomate  salade  oignons confits  ketchup - servi avec des country potatoes ,Le Klee by Novae,2022-12-23,10.0,11.0,12.0,13.0
Poulet sauce satay  riz jasmin  julienne de légumes,Microcity,2022-12-23,10.5,12.0,13.0,14.0
Croque au chèvre  béchamel à la tomate  pommes frites  salade verte ou potage,Microcity,2022-12-23,10.5,12.0,13.0,14.0
Omelette roulée aux champignons  pommes de terre  salade verte ou potage,Microcity,2022-12-23,8.1,8.8,9.9,11.3
Salade grecque: Mélange kacha  champignons marinés à la tomate séchée  courge rôtie  endives rouges  féta  pomme fruit,Microcity,2022-12-23,12.0,12.0,12.0,12.0
Jambon à l'os au Madère  patate douce et jardinière de légumes,Ornithorynque,2022-12-23,12.0,13.5,14.5,15.5
Tarte au fromage de chèvre et épinards  salade verte,Ornithorynque,2022-12-23,8.0,9.5,9.9,10.9
Rouleaux de printemps  sauce thaï  nouilles sautées aux légumes ,Ornithorynque,2022-12-23,9.5,10.5,11.0,12.0
Risotto au vin rouge à la courge et trévise  salade de rampon,Ornithorynque,2022-12-23,7.0,8.0,8.8,10.0
Tagliatelle à la crème poulet et champignons,Piano ,2022-12-23,8.6,9.9,11.0,13.5
Oeufs florentine  Pommes purée et carottes aux graines de cumin,Piano ,2022-12-23,13.8,14.9,14.9,16.9
Salade verte Fruits frais au choix,Piano ,2022-12-23,9.7,12.1,13.2,15.2
[AMERICAN BEEF SANDWICH] Baguette fraîche  steak de bœuf  tomate  salade  oignons confits  ketchup - servi avec des country potatoes ,Le Klee by Novae,2022-12-24,10.0,11.0,12.0,13.0
Penne al Gorgonzola  noix torréfiées et épinards,Hopper,2023-01-02,8.1,9.9,11.0,13.6
Dahl de lentilles corail   riz parfumé dés de paneer suisse,Native,2023-01-02,10.3,11.1,11.6,13.1
Nouille sauté à la Thai Légumes et œuf frits Cébette et cacahuete,Alpine,2023-01-03,8.6,9.9,11.0,12.4
Vol au vent de veau suisse et petit légume Riz Pilaf,Alpine,2023-01-03,11.5,12.0,12.5,13.5
Boulettes de légumes Sauce Yogourt Boulgour et choux rouge  braisé,Alpine,2023-01-03,8.1,8.8,9.9,11.3
Boulette de boeuf au curry  riz sauvage et fenouil braisé,Hopper,2023-01-03,13.8,14.9,14.9,16.9
Risotto aux champignons et basilic,Hopper,2023-01-03,8.1,9.9,11.0,13.6
Cassoulet  Haricots blancs gratiné  salade du moment.  Vegan,Native,2023-01-03,8.1,8.8,9.9,11.3
Medaglioni carottes Sauce Tomate au Basilic,Alpine,2023-01-04,8.6,9.9,11.0,12.4
Saucisse au choux IGP Suisse Fondue de poireaux et pomme de terre ,Alpine,2023-01-04,11.5,12.0,12.5,13.5
Riz cantonais Végétarien ,Alpine,2023-01-04,8.1,8.8,9.9,11.3
Gnocchi alla Rabiata ,Hopper,2023-01-04,8.1,9.9,11.0,13.6
Penne complète à l'arrabiata   capres  olives Noir et origan. Vegan,Native,2023-01-04,8.1,8.8,9.9,11.3
Poisson MSC a la thai Sauces du chef riz au légumes,Alpine,2023-01-05,8.6,9.9,11.0,12.4
Cordon bleu de porc Suisse Pommes roti au thym Brocolis vapeur,Alpine,2023-01-05,11.5,12.0,12.5,13.5
Cannelloni ricotta épinard,Alpine,2023-01-05,8.1,8.8,9.9,11.3
Cuisse de poulet rôtie  polenta crémeuse et carottes confites,Hopper,2023-01-05,13.8,14.9,14.9,16.9
Risotto pesto di basilico et Ruccola,Hopper,2023-01-05,8.1,9.9,11.0,13.6
Friendly burger By Native   potatoes aux épices country.  Vegan,Native,2023-01-05,11.3,12.1,12.6,14.1
tortellini bœuf suisse sauce napolitaine,Alpine,2023-01-06,8.6,9.9,11.0,12.4
Cuisse de poulet  Sauce BBQ maison frites légumes ,Alpine,2023-01-06,11.5,12.0,12.5,13.5
Gyoza végétarien Nouille aux légumes Sauce soja aigre douce,Alpine,2023-01-06,8.1,8.8,9.9,11.3
Tajine de légumes et boulgour épicés,Hopper,2023-01-06,8.1,9.9,11.0,13.6
Seitan mariné   boulgour au petits légumes  courge rotie  sauce brune et amandes torréfiées.  Vegan ,Native,2023-01-06,11.3,12.1,12.6,14.1
Gnocchi florentine Sauce crème au épinard fromage rapé ,Alpine,2023-01-09,8.6,9.9,11.0,12.4
Risotto forestier cremoso Mélange de champignons copeau de parmesan  pousse de roquette,Alpine,2023-01-09,11.5,12.0,12.5,13.5
Nouille sauté à la Thaï chou chinois et arachide roti,Alpine,2023-01-09,8.1,8.8,9.9,11.3
Gratin de penne au blé complet  crème de courge et brocolis,Arcadie,2023-01-09,7.0,8.0,8.8,10.0
Gratin de penne  sauce tomate et basilic  ratatouille  Grana Padano,Arcadie,2023-01-09,5.9,7.0,8.0,9.0
Spaghetti All'arrabbiata Basilic frits Fromage râpé,Esplanade,2023-01-09,8.6,9.9,11.0,12.4
Gyoza végétarien Sweet chili sauce  Riz aux légumes,Ginko,2023-01-09,8.1,8.8,9.9,11.3
Penne al Gorgonzola  noix torréfiées et épinards,Hopper,2023-01-09,8.1,9.9,11.0,13.6
Steak haché de bœuf sauce dijonnaise pommes grenailles rôties et épinards sautés.,La Ruche,2023-01-09,12.0,13.0,14.0,15.0
nouilles de riz sautées aux légumes.,La Ruche,2023-01-09,10.0,11.0,12.0,13.0
Penne au pesto verde et graines torréfiées.,La Ruche,2023-01-09,7.5,12.0,12.0,12.0
[Swiss Burger] Pain bun  crème de moutarde à l’ancienne  gruyère  coleslaw  oignons frits  sucrine  bœuf braisé au vin rouge - Servi avec Twisted potatoes ou Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-01-09,13.0,16.0,16.0,16.0
[Mexican Veggie Burger] Pain bun  mayonnaise au curry  cheddar  tomates  sucrine  galette de haricots rouges et coriandre - Servi avec Twisted potatoes ou Légumes ou Salade mêlée ,La Table de Vallotton by Novae,2023-01-09,13.0,16.0,16.0,16.0
[La Pasta] Tagliatelles  champignon du moment  roquette  parmesan  chips de bacon,La Table de Vallotton by Novae,2023-01-09,14.0,17.0,17.0,17.0
[La Pasta Veggie] Penne  champignon du moment  crème de Grana Padano  roquette  chips de parmesan,La Table de Vallotton by Novae,2023-01-09,13.0,16.0,16.0,16.0
[La Salade Veggie] Salade César avec sucrine  tomates cerises  parmesan  croûtons  sauce César  quorn  oeuf ,La Table de Vallotton by Novae,2023-01-09,15.0,18.0,18.0,18.0
[La Pièce du Boucher] Souris d’agneau (300gr) de 7h00 au miel GRTA et au romarin,La Table de Vallotton by Novae,2023-01-09,22.0,25.0,25.0,25.0
[Le Risotto] Risotto Primavera  mascarpone  parmesan  chou kale  petits pois  edamame  échalotes  vin blanc suisse  pesto d’herbes fraîches ,La Table de Vallotton by Novae,2023-01-09,19.0,22.0,22.0,22.0
[Le Tartare] Saumon frais d'Ecosse à la japonaise  cébettes  yuzu  wakamé  sésame  croustilles de pain aux graines rôties  vinaigrette aux agrumes ,La Table de Vallotton by Novae,2023-01-09,22.0,25.0,25.0,25.0
Lasagne végétariennes  brunoise de légumes  salade verte ou potage,Microcity,2023-01-09,10.5,12.0,13.0,14.0
Burger végétal  sauce tartare  salade  tomate  cheddar  pommes frites  romanesco,Microcity,2023-01-09,10.5,12.0,13.0,14.0
Tartine aux pommes de terre  oignons  béchamel gratinée au fromage à raclette,Microcity,2023-01-09,8.1,8.8,9.9,11.3
Salade de quinoa  patates douces rôties  poivrons  feuilleté à la ricotta et épinards,Microcity,2023-01-09,12.0,12.0,12.0,12.0
Dahl de lentilles corail   riz parfumé dés de paneer suisse,Native,2023-01-09,10.3,11.1,11.6,13.1
Quiche au fromage (ricotta  reblochon  Grana)  épinards et côtes de bettes - servie avec salade verte,Ornithorynque,2023-01-09,8.0,9.5,9.9,10.9
Samossas végétariens  riz basmati sauté aux légumes et chutney d'ananas,Ornithorynque,2023-01-09,9.5,10.5,11.0,12.0
Wok de légumes au curry vert  lait de coco  tofu bio  nouilles sautées,Ornithorynque,2023-01-09,10.5,11.5,13.0,14.0
Fusilli  crème de brocolis  tomates séchées  noisettes,Ornithorynque,2023-01-09,5.9,7.0,8.0,9.0
Orechiette crema di zucca e Salsicca (saucisse de porc),Piano ,2023-01-09,8.6,9.9,11.0,13.5
Ragoût de boeuf au marsala  légumes confits et polenta crémeuse,Piano ,2023-01-09,13.8,14.9,14.9,16.9
Cocotte de pasta tomato et mozzarella,Piano ,2023-01-09,8.1,8.8,9.9,11.3
Orechiette crema di zucca e Salsicca (saucisse de porc),Piano ,2023-01-09,9.7,12.1,13.2,15.2
Escalope légumes et Fromage Ebly à la provençal légume de saison,Alpine,2023-01-10,8.6,9.9,11.0,12.4
Curry Massaman Agneau et légumes riz asiatique,Alpine,2023-01-10,10.5,11.0,11.5,12.5
Cervelas tzigane Lardé farcie au fromage sauce moutarde  Coquillette  Légumes du moment,Alpine,2023-01-10,11.5,12.0,12.5,13.5
Gratin de penne  sauce tomate et basilic  ratatouille  Grana Padano,Arcadie,2023-01-10,5.9,7.0,8.0,9.0
La flammenkueche Sauce crème acidulée oignons et lardons,Esplanade,2023-01-10,10.0,10.0,10.0,12.0
Pad Thaï du chef Noï Légumes et tofu  Cébette,Ginko,2023-01-10,7.1,7.8,8.9,10.3
Boulette de boeuf au curry  riz sauvage et fenouil braisé,Hopper,2023-01-10,13.8,14.9,14.9,16.9
Risotto aux champignons et basilic,Hopper,2023-01-10,8.1,9.9,11.0,13.6
Riz Casimir aux fruits exotiques et pois-chiches.,La Ruche,2023-01-10,10.0,11.0,12.0,13.0
papet vaudois ,La Ruche,2023-01-10,11.0,12.0,13.0,14.0
Farfalle a la puttanesca.,La Ruche,2023-01-10,7.5,12.0,12.0,12.0
[Swiss Burger] Pain bun  crème de moutarde à l’ancienne  gruyère  coleslaw  oignons frits  sucrine  bœuf braisé au vin rouge - Servi avec Twisted potatoes ou Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-01-10,13.0,16.0,16.0,16.0
[Mexican Veggie Burger] Pain bun  mayonnaise au curry  cheddar  tomates  sucrine  galette de haricots rouges et coriandre - Servi avec Twisted potatoes ou Légumes ou Salade mêlée ,La Table de Vallotton by Novae,2023-01-10,13.0,16.0,16.0,16.0
[La Pasta] Tagliatelles  champignon du moment  roquette  parmesan  chips de bacon,La Table de Vallotton by Novae,2023-01-10,14.0,17.0,17.0,17.0
[La Pasta Veggie] Penne  champignon du moment  crème de Grana Padano  roquette  chips de parmesan,La Table de Vallotton by Novae,2023-01-10,13.0,16.0,16.0,16.0
[La Salade Veggie] Salade César avec sucrine  tomates cerises  parmesan  croûtons  sauce César  quorn  oeuf ,La Table de Vallotton by Novae,2023-01-10,15.0,18.0,18.0,18.0
[La Pièce du Boucher] Souris d’agneau (300gr) de 7h00 au miel GRTA et au romarin,La Table de Vallotton by Novae,2023-01-10,22.0,25.0,25.0,25.0
[Le Risotto] Risotto Primavera  mascarpone  parmesan  chou kale  petits pois  edamame  échalotes  vin blanc suisse  pesto d’herbes fraîches ,La Table de Vallotton by Novae,2023-01-10,19.0,22.0,22.0,22.0
[Le Tartare] Saumon frais d'Ecosse à la japonaise  cébettes  yuzu  wakamé  sésame  croustilles de pain aux graines rôties  vinaigrette aux agrumes ,La Table de Vallotton by Novae,2023-01-10,22.0,25.0,25.0,25.0
[Plat Animation] Quesadillas au bœuf  galette de blé  oignons rouges  sauce tomate  cheddar  piment  poivrons Servie avec une salade verte et guacamole ,Le Klee by Novae,2023-01-10,10.0,11.0,12.0,13.0
Ramen au tofu  légumes asiatiques,Microcity,2023-01-10,10.5,12.0,13.0,14.0
Agnolotti à la courge  carottes  crème de parmessan,Microcity,2023-01-10,10.5,12.0,13.0,14.0
Tartine aux pommes de terre  oignons  béchamel gratinée au fromage à raclette,Microcity,2023-01-10,8.1,8.8,9.9,11.3
Salade de quinoa  patates douces rôties  poivrons  feuilleté à la ricotta et épinards,Microcity,2023-01-10,12.0,12.0,12.0,12.0
Cassoulet  Haricots blancs gratiné  salade du moment.  Vegan,Native,2023-01-10,8.1,8.8,9.9,11.3
Saucisse de porc rôtie  polenta et chou rouge confit aux pommes  sauce au vin rouge,Ornithorynque,2023-01-10,12.0,13.5,14.5,15.5
[Calzone du chef] Légumes grillés  jambon blanc  mozzarella  tomates et basilic,Ornithorynque,2023-01-10,8.0,9.5,9.9,10.9
Samossas au poulet  riz basmati sauté aux légumes et chutney d'ananas ,Ornithorynque,2023-01-10,9.5,10.5,11.0,12.0
Fusilli  crème de brocolis  tomates séchées  noisettes,Ornithorynque,2023-01-10,5.9,7.0,8.0,9.0
Risotto con Grana  pesto di rucola ,Piano ,2023-01-10,8.6,9.9,11.0,13.5
Poulet à la Toscane  riz parfumé et légumes grillés,Piano ,2023-01-10,13.8,14.9,14.9,16.9
Cocotte de pasta tomato et mozzarella,Piano ,2023-01-10,8.1,8.8,9.9,11.3
Risotto con Grana  pesto di rucola ,Piano ,2023-01-10,9.7,12.1,13.2,15.2
Croquette de rösti farcie au fromage frais légumes racine ,Alpine,2023-01-11,8.6,9.9,11.0,12.4
Penne Rigate  Sauce Carbonara Lardon Suisse et  œuf parfait 63°,Alpine,2023-01-11,11.5,12.0,12.5,13.5
Curry rouge au Bœuf suisse  Riz Parfumé au légumes,Alpine,2023-01-11,12.5,13.0,13.5,14.5
Gratin de penne  sauce tomate et basilic  ratatouille  Grana Padano,Arcadie,2023-01-11,5.9,7.0,8.0,9.0
"Espla'Burger ""Cheese Royale"" boeuf (Suisse) Cheddar Sauce du chef Pommes cuts épicées ",Esplanade,2023-01-11,10.0,10.0,10.0,12.0
Curry Massaman  Au poulet Suisse  Riz Thaï aux légumes,Ginko,2023-01-11,10.5,11.0,11.5,12.5
Gnocchi alla Rabiata ,Hopper,2023-01-11,8.1,9.9,11.0,13.6
pot-au-feu de bœuf.,La Ruche,2023-01-11,12.0,13.0,14.0,15.0
Lasagne végétarienne aux saveurs d'orient.,La Ruche,2023-01-11,10.0,11.0,12.0,13.0
Macaroni montagnard,La Ruche,2023-01-11,7.5,12.0,12.0,12.0
[Swiss Burger] Pain bun  crème de moutarde à l’ancienne  gruyère  coleslaw  oignons frits  sucrine  bœuf braisé au vin rouge - Servi avec Twisted potatoes ou Légumes ou Salade mêlée,La Table de Vallotton by Novae,2023-01-11,13.0,16.0,16.0,16.0
[Mexican Veggie Burger] Pain bun  mayonnaise au curry  cheddar  tomates  sucrine  galette de haricots rouges et coriandre - Servi avec Twisted potatoes ou Légumes ou Salade mêlée ,La Table de Vallotton by Novae,2023-01-11,13.0,16.0,16.0,16.0
[La Pasta] Tagliatelles  champignon du moment  roquette  parmesan  chips de bacon,La Table de Vallotton by Novae,2023-01-11,14.0,17.0,17.0,17.0
[La Pasta Veggie] Penne  champignon du moment  crème de Grana Padano  roquette  chips de parmesan,La Table de Vallotton by Novae,2023-01-11,13.0,16.0,16.0,16.0
[La Salade Veggie] Salade César avec sucrine  tomates cerises  parmesan  croûtons  sauce César  quorn  oeuf ,La Table de Vallotton by Novae,2023-01-11,15.0,18.0,18.0,18.0
[La Pièce du Boucher] Souris d’agneau (300gr) de 7h00 au miel GRTA et au romarin,La Table de Vallotton by Novae,2023-01-11,22.0,25.0,25.0,25.0
[Le Risotto] Risotto Primavera  mascarpone  parmesan  chou kale  petits pois  edamame  échalotes  vin blanc suisse  pesto d’herbes fraîches ,La Table de Vallotton by Novae,2023-01-11,19.0,22.0,22.0,22.0
[Le Tartare] Saumon frais d'Ecosse à la japonaise  cébettes  yuzu  wakamé  sésame  croustilles de pain aux graines rôties  vinaigrette aux agrumes ,La Table de Vallotton by Novae,2023-01-11,22.0,25.0,25.0,25.0
[Plat Animation] Quesadillas au bœuf  galette de blé  oignons rouges  sauce tomate  cheddar  piment  poivrons Servie avec une salade verte et guacamole ,Le Klee by Novae,2023-01-11,10.0,11.0,12.0,13.0
Boulettes de boeuf  sauce tomate  carottes  penne,Microcity,2023-01-11,10.5,12.0,13.0,14.0
Nems de légumes frits  riz cantonais  sauce aigre-douce,Microcity,2023-01-11,10.5,12.0,13.0,14.0
Tartine aux pommes de terre  oignons  béchamel gratinée au fromage à raclette,Microcity,2023-01-11,8.1,8.8,9.9,11.3
Salade de quinoa  patates douces rôties  poivrons  feuilleté à la ricotta et épinards,Microcity,2023-01-11,12.0,12.0,12.0,12.0
Penne complète all'arrabbiata   câpres et olives Noires et origan. Graines de courge torréfiées  Vegan,Native,2023-01-11,7.1,7.8,8.9,10.3
Bœuf Stroganoff (ragoût de bœuf au paprika fumé  champignons  poivrons  pommes de terre) ,Ornithorynque,2023-01-11,12.0,13.5,14.5,15.5
Quiche au fromage (ricotta  reblochon  Grana)  épinards et côtes de bettes - servie avec salade verte,Ornithorynque,2023-01-11,8.0,9.5,9.9,10.9
Rouleaux de printemps aux légumes  riz basmati sauté et chutney d'ananas ,Ornithorynque,2023-01-11,9.5,10.5,11.0,12.0
Fusilli  crème de brocolis  tomates séchées  noisettes,Ornithorynque,2023-01-11,5.9,7.0,8.0,9.0
Fusilli aux tomates séchées  basilic et Grana Padano,Piano ,2023-01-11,8.6,9.9,11.0,13.5
Fish and chips sauce tartare  frites et salade,Piano ,2023-01-11,11.0,12.0,12.0,13.0
Arrancini Proschiutto et épinards,Piano ,2023-01-11,8.1,8.8,9.9,11.3
Fusilli aux tomates séchées  basilic et Grana Padano,Piano ,2023-01-11,9.7,12.1,13.2,15.2
Gratin de Légumes de Saison au fromage ,Alpine,2023-01-12,7.1,7.8,8.9,10.3
Émincé de Poulet Suisse Nouilles Jaunes aux légumes,Alpine,2023-01-12,8.6,9.9,11.0,12.4
Steak de thon MSC beurre blanc citronné Pommes rissolées Cresson fontaine,Alpine,2023-01-12,13.5,14.0,14.5,15.5
Gratin de penne  sauce tomate et basilic  ratatouille  Grana Padano,Arcadie,2023-01-12,5.9,7.0,8.0,9.0
